1996-06-18,棋聖戦,67,,羽生善治,●,○,三浦弘行,,五番勝負,第1局,,なし
1996-06-04,名人戦,54,,羽生善治,○,●,森内俊之,,七番勝負,第5局,,なし
1996-05-21,名人戦,54,,羽生善治,●,○,森内俊之,,七番勝負,第4局,,なし
1996-05-10,名人戦,54,,羽生善治,○,●,森内俊之,,七番勝負,第3局,,なし
1996-04-25,名人戦,54,,羽生善治,○,●,森内俊之,,七番勝負,第2局,,なし
1996-04-12,名人戦,54,,羽生善治,○,●,森内俊之,,七番勝負,第1局,,なし
1996-02-14,王将戦,45,,谷川浩司,●,○,羽生善治,,七番勝負,第4局,,なし
1996-02-02,王将戦,45,,谷川浩司,●,○,羽生善治,,七番勝負,第3局,,なし
1996-01-23,王将戦,45,,谷川浩司,●,○,羽生善治,,七番勝負,第2局,,なし
1996-01-12,王将戦,45,,谷川浩司,●,○,羽生善治,,七番勝負,第1局,,なし
1996-03-08,棋王戦,21,,羽生善治,○,●,高橋道雄,,五番勝負,第3局,,なし
1996-02-23,棋王戦,21,,羽生善治,○,●,高橋道雄,,五番勝負,第2局,,なし
1996-02-10,棋王戦,21,,羽生善治,○,●,高橋道雄,,五番勝負,第1局,,なし
1995-08-29,王位戦,36,,羽生善治,○,●,郷田真隆,,七番勝負,第6局,,なし
1995-08-22,王位戦,36,,羽生善治,○,●,郷田真隆,,七番勝負,第5局,,なし
1995-08-09,王位戦,36,,羽生善治,○,●,郷田真隆,,七番勝負,第4局,,なし
1995-07-25,王位戦,36,,羽生善治,○,●,郷田真隆,,七番勝負,第3局,,なし
1995-07-14,王位戦,36,,羽生善治,●,○,郷田真隆,,七番勝負,第2局,,なし
1995-07-05,王位戦,36,,羽生善治,●,○,郷田真隆,,七番勝負,第1局,,なし
1995-09-22,王座戦,43,,羽生善治,○,●,森雞二,,五番勝負,第3局,,なし
1995-09-14,王座戦,43,,羽生善治,○,●,森雞二,,五番勝負,第2局,,なし
1995-09-02,王座戦,43,,羽生善治,○,●,森雞二,,五番勝負,第1局,,なし
1995-07-08,棋聖戦,66,,羽生善治,○,●,三浦弘行,,五番勝負,第3局,,なし
1995-06-28,棋聖戦,66,,羽生善治,○,●,三浦弘行,,五番勝負,第2局,,なし
1995-06-19,棋聖戦,66,,羽生善治,○,●,三浦弘行,,五番勝負,第1局,,なし
1995-12-13,竜王戦,8,,羽生善治,○,●,佐藤康光,,七番勝負,第6局,,なし
1995-12-01,竜王戦,8,,羽生善治,○,●,佐藤康光,,七番勝負,第5局,,なし
1995-11-22,竜王戦,8,,羽生善治,○,●,佐藤康光,,七番勝負,第4局,,なし
1995-11-08,竜王戦,8,,羽生善治,●,○,佐藤康光,,七番勝負,第3局,,なし
1995-11-01,竜王戦,8,,羽生善治,○,●,佐藤康光,,七番勝負,第2局,,なし
1995-10-21,竜王戦,8,,羽生善治,●,○,佐藤康光,,七番勝負,第1局,,なし
1995-05-30,名人戦,53,,羽生善治,○,●,森下卓,,七番勝負,第5局,,なし
1995-05-16,名人戦,53,,羽生善治,○,●,森下卓,,七番勝負,第4局,,なし
1995-05-04,名人戦,53,,羽生善治,●,○,森下卓,,七番勝負,第3局,,なし
1995-04-19,名人戦,53,,羽生善治,○,●,森下卓,,七番勝負,第2局,,なし
1995-04-08,名人戦,53,,羽生善治,○,●,森下卓,,七番勝負,第1局,,なし
1994-06-07,名人戦,52,,米長邦雄,●,○,羽生善治,,七番勝負,第6局,,なし
1994-05-31,名人戦,52,,米長邦雄,○,●,羽生善治,,七番勝負,第5局,,なし
1994-05-20,名人戦,52,,米長邦雄,○,●,羽生善治,,七番勝負,第4局,,なし
1994-05-13,名人戦,52,,米長邦雄,●,○,羽生善治,,七番勝負,第3局,,なし
1994-04-26,名人戦,52,,米長邦雄,●,○,羽生善治,,七番勝負,第2局,,なし
1994-04-12,名人戦,52,,米長邦雄,●,○,羽生善治,,七番勝負,第1局,,なし
1993-05-21,名人戦,51,,中原誠,●,○,米長邦雄,,七番勝負,第4局,,なし
1993-05-12,名人戦,51,,中原誠,●,○,米長邦雄,,七番勝負,第3局,,なし
1993-04-27,名人戦,51,,中原誠,●,○,米長邦雄,,七番勝負,第2局,,なし
1993-04-13,名人戦,51,,中原誠,●,○,米長邦雄,,七番勝負,第1局,,なし
1992-06-23,名人戦,50,,中原誠,○,●,高橋道雄,,七番勝負,第7局,,なし
1992-06-12,名人戦,50,,中原誠,○,●,高橋道雄,,七番勝負,第6局,,なし
1992-06-03,名人戦,50,,中原誠,○,●,高橋道雄,,七番勝負,第5局,,なし
1992-05-20,名人戦,50,,中原誠,●,○,高橋道雄,,七番勝負,第4局,,なし
1992-05-08,名人戦,50,,中原誠,○,●,高橋道雄,,七番勝負,第3局,,なし
1992-04-24,名人戦,50,,中原誠,●,○,高橋道雄,,七番勝負,第2局,,なし
1992-04-10,名人戦,50,,中原誠,●,○,高橋道雄,,七番勝負,第1局,,なし
1991-05-31,名人戦,49,,中原誠,○,●,米長邦雄,,七番勝負,第5局,,なし
1991-05-21,名人戦,49,,中原誠,●,○,米長邦雄,,七番勝負,第4局,,なし
1991-05-09,名人戦,49,,中原誠,○,●,米長邦雄,,七番勝負,第3局,,なし
1991-04-26,名人戦,49,,中原誠,○,●,米長邦雄,,七番勝負,第2局,,なし
1991-04-11,名人戦,49,,中原誠,○,●,米長邦雄,,七番勝負,第1局,,なし
1990-06-12,名人戦,48,,谷川浩司,●,○,中原誠,,七番勝負,第6局,,なし
1990-06-01,名人戦,48,,谷川浩司,●,○,中原誠,,七番勝負,第5局,,なし
1990-05-22,名人戦,48,,谷川浩司,○,●,中原誠,,七番勝負,第4局,,なし
1990-05-09,名人戦,48,,谷川浩司,●,○,中原誠,,七番勝負,第3局,,なし
1990-04-27,名人戦,48,,谷川浩司,○,●,中原誠,,七番勝負,第2局,,なし
1990-04-13,名人戦,48,,谷川浩司,●,○,中原誠,,七番勝負,第1局,,なし
1989-05-19,名人戦,47,,谷川浩司,○,●,米長邦雄,,七番勝負,第4局,,なし
1989-05-10,名人戦,47,,谷川浩司,○,●,米長邦雄,,七番勝負,第3局,,なし
1989-04-27,名人戦,47,,谷川浩司,○,●,米長邦雄,,七番勝負,第2局,,なし
1989-04-14,名人戦,47,,谷川浩司,○,●,米長邦雄,,七番勝負,第1局,,なし
1988-06-14,名人戦,46,,中原誠,●,○,谷川浩司,,七番勝負,第6局,,なし
1988-06-03,名人戦,46,,中原誠,○,●,谷川浩司,,七番勝負,第5局,,なし
1988-05-24,名人戦,46,,中原誠,●,○,谷川浩司,,七番勝負,第4局,,なし
1988-05-13,名人戦,46,,中原誠,●,○,谷川浩司,,七番勝負,第3局,,なし
1988-04-27,名人戦,46,,中原誠,●,○,谷川浩司,,七番勝負,第2局,,なし
1988-04-15,名人戦,46,,中原誠,○,●,谷川浩司,,七番勝負,第1局,,なし
1987-06-12,名人戦,45,,中原誠,○,●,米長邦雄,,七番勝負,第6局,,なし
1987-06-03,名人戦,45,,中原誠,○,●,米長邦雄,,七番勝負,第5局,,なし
1987-05-20,名人戦,45,,中原誠,○,●,米長邦雄,,七番勝負,第4局,,なし
1987-05-08,名人戦,45,,中原誠,○,●,米長邦雄,,七番勝負,第3局,,なし
1987-04-24,名人戦,45,,中原誠,●,○,米長邦雄,,七番勝負,第2局,,なし
1987-04-10,名人戦,45,,中原誠,●,○,米長邦雄,,七番勝負,第1局,,なし
1986-06-03,名人戦,44,,中原誠,○,●,大山康晴,,七番勝負,第5局,,なし
1986-05-21,名人戦,44,,中原誠,○,●,大山康晴,,七番勝負,第4局,,なし
1986-05-08,名人戦,44,,中原誠,●,○,大山康晴,,七番勝負,第3局,,なし
1986-04-25,名人戦,44,,中原誠,○,●,大山康晴,,七番勝負,第2局,,なし
1986-04-11,名人戦,44,,中原誠,○,●,大山康晴,,七番勝負,第1局,,なし
1985-06-04,名人戦,43,,谷川浩司,●,○,中原誠,,七番勝負,第6局,,なし
1985-05-23,名人戦,43,,谷川浩司,○,●,中原誠,,七番勝負,第5局,,なし
1985-05-09,名人戦,43,,谷川浩司,○,●,中原誠,,七番勝負,第4局,,なし
1985-04-25,名人戦,43,,谷川浩司,●,○,中原誠,,七番勝負,第3局,,なし
1985-04-12,名人戦,43,,谷川浩司,●,○,中原誠,,七番勝負,第2局,,なし
1985-04-04,名人戦,43,,谷川浩司,●,○,中原誠,,七番勝負,第1局,,なし
1984-06-05,名人戦,42,,谷川浩司,○,●,森安秀光,,七番勝負,第5局,,なし
1984-05-23,名人戦,42,,谷川浩司,●,○,森安秀光,,七番勝負,第4局,,なし
1984-05-11,名人戦,42,,谷川浩司,○,●,森安秀光,,七番勝負,第3局,,なし
1984-04-27,名人戦,42,,谷川浩司,○,●,森安秀光,,七番勝負,第2局,,なし
1984-04-12,名人戦,42,,谷川浩司,○,●,森安秀光,,七番勝負,第1局,,なし
1983-06-15,名人戦,41,,加藤一二三,●,○,谷川浩司,,七番勝負,第6局,,なし
1983-06-02,名人戦,41,,加藤一二三,○,●,谷川浩司,,七番勝負,第5局,,なし
1983-05-20,名人戦,41,,加藤一二三,○,●,谷川浩司,,七番勝負,第4局,,なし
1983-05-12,名人戦,41,,加藤一二三,●,○,谷川浩司,,七番勝負,第3局,,なし
1983-04-27,名人戦,41,,加藤一二三,●,○,谷川浩司,,七番勝負,第2局,,なし
1983-04-14,名人戦,41,,加藤一二三,●,○,谷川浩司,,七番勝負,第1局,,なし
1982-07-31,名人戦,40,,中原誠,●,○,加藤一二三,,七番勝負,第8局,,なし
1982-07-14,名人戦,40,,中原誠,千,千,加藤一二三,,七番勝負,第8局,,なし
1982-07-06,名人戦,40,,中原誠,○,●,加藤一二三,,七番勝負,第7局,,なし
1982-06-23,名人戦,40,,中原誠,●,○,加藤一二三,,七番勝負,第6局,,なし
1982-06-11,名人戦,40,,中原誠,千,千,加藤一二三,,七番勝負,第6局,,なし
1982-06-02,名人戦,40,,中原誠,●,○,加藤一二三,,七番勝負,第5局,,なし
1982-05-21,名人戦,40,,中原誠,○,●,加藤一二三,,七番勝負,第4局,,なし
1982-05-12,名人戦,40,,中原誠,●,○,加藤一二三,,七番勝負,第3局,,なし
1982-04-27,名人戦,40,,中原誠,○,●,加藤一二三,,七番勝負,第2局,,なし
1982-04-14,名人戦,40,,中原誠,持,持,加藤一二三,,七番勝負,第1局,,なし
1981-05-29,名人戦,39,,中原誠,○,●,桐山清澄,,七番勝負,第5局,,なし
1981-05-20,名人戦,39,,中原誠,●,○,桐山清澄,,七番勝負,第4局,,なし
1981-05-07,名人戦,39,,中原誠,○,●,桐山清澄,,七番勝負,第3局,,なし
1981-04-24,名人戦,39,,中原誠,○,●,桐山清澄,,七番勝負,第2局,,なし
1981-04-10,名人戦,39,,中原誠,○,●,桐山清澄,,七番勝負,第1局,,なし
1980-06-04,名人戦,38,,中原誠,○,●,米長邦雄,,七番勝負,第6局,,なし
1980-05-22,名人戦,38,,中原誠,○,●,米長邦雄,,七番勝負,第5局,,なし
1980-05-14,名人戦,38,,中原誠,○,●,米長邦雄,,七番勝負,第4局,,なし
1980-05-01,名人戦,38,,中原誠,持,持,米長邦雄,,七番勝負,第3局,,なし
1980-04-22,名人戦,38,,中原誠,●,○,米長邦雄,,七番勝負,第2局,,なし
1980-04-11,名人戦,38,,中原誠,○,●,米長邦雄,,七番勝負,第1局,,なし
1979-05-18,名人戦,37,,中原誠,○,●,米長邦雄,,七番勝負,第6局,,なし
1979-05-10,名人戦,37,,中原誠,○,●,米長邦雄,,七番勝負,第5局,,なし
1979-04-27,名人戦,37,,中原誠,○,●,米長邦雄,,七番勝負,第4局,,なし
1979-04-12,名人戦,37,,中原誠,○,●,米長邦雄,,七番勝負,第3局,,なし
1979-03-30,名人戦,37,,中原誠,●,○,米長邦雄,,七番勝負,第2局,,なし
1979-03-14,名人戦,37,,中原誠,●,○,米長邦雄,,七番勝負,第1局,,なし
1978-05-19,名人戦,36,,中原誠,○,●,森雞二,,七番勝負,第6局,,なし
1978-05-10,名人戦,36,,中原誠,○,●,森雞二,,七番勝負,第5局,,なし
1978-04-27,名人戦,36,,中原誠,千,千,森雞二,,七番勝負,第5局,,なし
1978-04-18,名人戦,36,,中原誠,○,●,森雞二,,七番勝負,第4局,,なし
1978-04-07,名人戦,36,,中原誠,●,○,森雞二,,七番勝負,第3局,,なし
1978-03-29,名人戦,36,,中原誠,○,●,森雞二,,七番勝負,第2局,,なし
1978-03-16,名人戦,36,,中原誠,●,○,森雞二,,七番勝負,第1局,,なし
ご指定の『指示書.txt』の条件に従い、ソース（第26期〜第30期順位戦）に含まれる第31期から第35期までの名人戦七番勝負の結果をカンマ区切り形式で出力します。

```csv
game_date,match,period,A,player_A,a,b,player_B,B,phase,detail,notes,broadcast_date
1976-06-11,名人戦,35,,中原誠,○,●,米長邦雄,,七番勝負,第7局,,なし
1976-06-04,名人戦,35,,中原誠,●,○,米長邦雄,,七番勝負,第6局,,なし
1976-05-26,名人戦,35,,中原誠,○,●,米長邦雄,,七番勝負,第5局,,なし
1976-05-14,名人戦,35,,中原誠,○,●,米長邦雄,,七番勝負,第4局,,なし
1976-05-07,名人戦,35,,中原誠,●,○,米長邦雄,,七番勝負,第3局,,なし
1976-04-23,名人戦,35,,中原誠,●,○,米長邦雄,,七番勝負,第2局,,なし
1976-04-09,名人戦,35,,中原誠,○,●,米長邦雄,,七番勝負,第1局,,なし
1975-07-04,名人戦,34,,中原誠,○,●,大内延介,,七番勝負,第8局,,なし
1975-06-19,名人戦,34,,中原誠,持,持,大内延介,,七番勝負,第7局,,なし
1975-06-06,名人戦,34,,中原誠,○,●,大内延介,,七番勝負,第6局,,なし
1975-05-28,名人戦,34,,中原誠,●,○,大内延介,,七番勝負,第5局,,なし
1975-05-15,名人戦,34,,中原誠,●,○,大内延介,,七番勝負,第4局,,なし
1975-05-08,名人戦,34,,中原誠,千,千,大内延介,,七番勝負,第4局,,なし
1975-04-25,名人戦,34,,中原誠,○,●,大内延介,,七番勝負,第3局,,なし
1975-04-17,名人戦,34,,中原誠,○,●,大内延介,,七番勝負,第2局,,なし
1975-04-08,名人戦,34,,中原誠,●,○,大内延介,,七番勝負,第1局,,なし
1974-06-07,名人戦,33,,中原誠,○,●,大山康晴,,七番勝負,第7局,,なし
1974-05-30,名人戦,33,,中原誠,●,○,大山康晴,,七番勝負,第6局,,なし
1974-05-22,名人戦,33,,中原誠,○,●,大山康晴,,七番勝負,第5局,,なし
1974-05-10,名人戦,33,,中原誠,●,○,大山康晴,,七番勝負,第4局,,なし
1974-05-02,名人戦,33,,中原誠,○,●,大山康晴,,七番勝負,第3局,,なし
1974-04-19,名人戦,33,,中原誠,○,●,大山康晴,,七番勝負,第2局,,なし
1974-04-10,名人戦,33,,中原誠,●,○,大山康晴,,七番勝負,第1局,,なし
1973-05-11,名人戦,32,,中原誠,○,●,加藤一二三,,七番勝負,第4局,,なし
1973-05-02,名人戦,32,,中原誠,○,●,加藤一二三,,七番勝負,第3局,,なし
1973-04-20,名人戦,32,,中原誠,○,●,加藤一二三,,七番勝負,第2局,,なし
1973-04-11,名人戦,32,,中原誠,○,●,加藤一二三,,七番勝負,第1局,,なし
1972-06-08,名人戦,31,,大山康晴,●,○,中原誠,,七番勝負,第7局,,なし
1972-05-31,名人戦,31,,大山康晴,●,○,中原誠,,七番勝負,第6局,,なし
1972-05-19,名人戦,31,,大山康晴,○,●,中原誠,,七番勝負,第5局,,なし
1972-05-10,名人戦,31,,大山康晴,●,○,中原誠,,七番勝負,第4局,,なし
1972-04-28,名人戦,31,,大山康晴,○,●,中原誠,,七番勝負,第3局,,なし
1972-04-19,名人戦,31,,大山康晴,○,●,中原誠,,七番勝負,第2局,,なし
1972-04-08,名人戦,31,,大山康晴,●,○,中原誠,,七番勝負,第1局,,なし
1971-06-15,名人戦,30,,大山康晴,○,●,升田幸三,,七番勝負,第7局,,なし
1971-06-04,名人戦,30,,大山康晴,○,●,升田幸三,,七番勝負,第6局,,なし
1971-05-26,名人戦,30,,大山康晴,●,○,升田幸三,,七番勝負,第5局,,なし
1971-05-12,名人戦,30,,大山康晴,○,●,升田幸三,,七番勝負,第4局,,なし
1971-05-01,名人戦,30,,大山康晴,●,○,升田幸三,,七番勝負,第3局,,なし
1971-04-21,名人戦,30,,大山康晴,●,○,升田幸三,,七番勝負,第2局,,なし
1971-04-08,名人戦,30,,大山康晴,○,●,升田幸三,,七番勝負,第1局,,なし
1970-05-27,名人戦,29,,大山康晴,○,●,灘蓮照,,七番勝負,第5局,,なし
1970-05-13,名人戦,29,,大山康晴,○,●,灘蓮照,,七番勝負,第4局,,なし
1970-05-02,名人戦,29,,大山康晴,○,●,灘蓮照,,七番勝負,第3局,,なし
1970-04-22,名人戦,29,,大山康晴,●,○,灘蓮照,,七番勝負,第2局,,なし
1970-04-10,名人戦,29,,大山康晴,○,●,灘蓮照,,七番勝負,第1局,,なし
1969-06-20,名人戦,28,,大山康晴,○,●,有吉道夫,,七番勝負,第7局,,なし
1969-06-11,名人戦,28,,大山康晴,○,●,有吉道夫,,七番勝負,第6局,,なし
1969-05-28,名人戦,28,,大山康晴,●,○,有吉道夫,,七番勝負,第5局,,なし
1969-05-16,名人戦,28,,大山康晴,●,○,有吉道夫,,七番勝負,第4局,,なし
1969-05-08,名人戦,28,,大山康晴,○,●,有吉道夫,,七番勝負,第3局,,なし
1969-04-24,名人戦,28,,大山康晴,○,●,有吉道夫,,七番勝負,第2局,,なし
1969-04-10,名人戦,28,,大山康晴,●,○,有吉道夫,,七番勝負,第1局,,なし
1968-05-08,名人戦,27,,大山康晴,○,●,升田幸三,,七番勝負,第4局,,なし
1968-04-26,名人戦,27,,大山康晴,○,●,升田幸三,,七番勝負,第3局,,なし
1968-04-17,名人戦,27,,大山康晴,○,●,升田幸三,,七番勝負,第2局,,なし
1968-04-06,名人戦,27,,大山康晴,○,●,升田幸三,,七番勝負,第1局,,なし
1967-05-30,名人戦,26,,大山康晴,○,●,二上達也,,七番勝負,第5局,,なし
1967-05-26,名人戦,26,,大山康晴,●,○,二上達也,,七番勝負,第4局,,なし
1967-05-10,名人戦,26,,大山康晴,○,●,二上達也,,七番勝負,第3局,,なし
1967-04-26,名人戦,26,,大山康晴,○,●,二上達也,,七番勝負,第2局,,なし
1967-04-12,名人戦,26,,大山康晴,○,●,二上達也,,七番勝負,第1局,,なし
1966-06-09,名人戦,25,,大山康晴,○,●,升田幸三,,七番勝負,第6局,,なし
1966-05-30,名人戦,25,,大山康晴,○,●,升田幸三,,七番勝負,第5局,,なし
1966-05-19,名人戦,25,,大山康晴,○,●,升田幸三,,七番勝負,第4局,,なし
1966-05-08,名人戦,25,,大山康晴,○,●,升田幸三,,七番勝負,第3局,,なし
1966-04-22,名人戦,25,,大山康晴,●,○,升田幸三,,七番勝負,第2局,,なし
1966-04-08,名人戦,25,,大山康晴,●,○,升田幸三,,七番勝負,第1局,,なし
1965-06-04,名人戦,24,,大山康晴,○,●,山田道美,,七番勝負,第5局,,なし
1965-05-22,名人戦,24,,大山康晴,●,○,山田道美,,七番勝負,第4局,,なし
1965-05-09,名人戦,24,,大山康晴,○,●,山田道美,,七番勝負,第3局,,なし
1965-04-23,名人戦,24,,大山康晴,○,●,山田道美,,七番勝負,第2局,,なし
1965-04-09,名人戦,24,,大山康晴,○,●,山田道美,,七番勝負,第1局,,なし
1964-06-10,名人戦,23,,大山康晴,○,●,二上達也,,七番勝負,第6局,,なし
1964-05-29,名人戦,23,,大山康晴,○,●,二上達也,,七番勝負,第5局,,なし
1964-05-19,名人戦,23,,大山康晴,●,○,二上達也,,七番勝負,第4局,,なし
1964-05-10,名人戦,23,,大山康晴,○,●,二上達也,,七番勝負,第3局,,なし
1964-04-23,名人戦,23,,大山康晴,○,●,二上達也,,七番勝負,第2局,,なし
1964-04-10,名人戦,23,,大山康晴,●,○,二上達也,,七番勝負,第1局,,なし
1963-06-07,名人戦,22,,大山康晴,○,●,升田幸三,,七番勝負,第5局,,なし
1963-05-24,名人戦,22,,大山康晴,●,○,升田幸三,,七番勝負,第4局,,なし
1963-05-09,名人戦,22,,大山康晴,○,●,升田幸三,,七番勝負,第3局,,なし
1963-04-26,名人戦,22,,大山康晴,○,●,升田幸三,,七番勝負,第2局,,なし
1963-04-12,名人戦,22,,大山康晴,○,●,升田幸三,,七番勝負,第1局,,なし
1962-05-25,名人戦,21,,大山康晴,○,●,二上達也,,七番勝負,第4局,,なし
1962-05-11,名人戦,21,,大山康晴,○,●,二上達也,,七番勝負,第3局,,なし
1962-04-27,名人戦,21,,大山康晴,○,●,二上達也,,七番勝負,第2局,,なし
1962-04-13,名人戦,21,,大山康晴,○,●,二上達也,,七番勝負,第1局,,なし
1961-06-09,名人戦,20,,大山康晴,○,●,丸田祐三,,七番勝負,第5局,,なし
1961-05-26,名人戦,20,,大山康晴,●,○,丸田祐三,,七番勝負,第4局,,なし
1961-05-12,名人戦,20,,大山康晴,○,●,丸田祐三,,七番勝負,第3局,,なし
1961-04-28,名人戦,20,,大山康晴,○,●,丸田祐三,,七番勝負,第2局,,なし
1961-04-14,名人戦,20,,大山康晴,○,●,丸田祐三,,七番勝負,第1局,,なし
1960-06-13,名人戦,19,,大山康晴,○,●,加藤一二三,,七番勝負,第5局,,なし
1960-06-13,名人戦,19,,大山康晴,千,千,加藤一二三,,七番勝負,第5局,,なし
1960-05-27,名人戦,19,,大山康晴,○,●,加藤一二三,,七番勝負,第4局,,なし
1960-05-13,名人戦,19,,大山康晴,○,●,加藤一二三,,七番勝負,第3局,,なし
1960-04-28,名人戦,19,,大山康晴,○,●,加藤一二三,,七番勝負,第2局,,なし
1960-04-15,名人戦,19,,大山康晴,●,○,加藤一二三,,七番勝負,第1局,,なし
1959-06-12,名人戦,18,,升田幸三,●,○,大山康晴,,七番勝負,第5局,,なし
1959-05-30,名人戦,18,,升田幸三,●,○,大山康晴,,七番勝負,第4局,,なし
1959-05-13,名人戦,18,,升田幸三,●,○,大山康晴,,七番勝負,第3局,,なし
1959-04-28,名人戦,18,,升田幸三,●,○,大山康晴,,七番勝負,第2局,,なし
1959-04-20,名人戦,18,,升田幸三,○,●,大山康晴,,七番勝負,第1局,,なし
1959-04-20,名人戦,18,,升田幸三,千,千,大山康晴,,七番勝負,第1局,,なし
1958-07-08,名人戦,17,,升田幸三,○,●,大山康晴,,七番勝負,第7局,,なし
1958-06-27,名人戦,17,,升田幸三,●,○,大山康晴,,七番勝負,第6局,,なし
1958-06-17,名人戦,17,,升田幸三,●,○,大山康晴,,七番勝負,第5局,,なし
1958-06-04,名人戦,17,,升田幸三,持,持,大山康晴,,七番勝負,第4局,,なし
1958-05-21,名人戦,17,,升田幸三,○,●,大山康晴,,七番勝負,第3局,,なし
1958-05-08,名人戦,17,,升田幸三,○,●,大山康晴,,七番勝負,第2局,,なし
1958-04-23,名人戦,17,,升田幸三,○,●,大山康晴,,七番勝負,第1局,,なし
1957-07-11,名人戦,16,,大山康晴,●,○,升田幸三,,七番勝負,第6局,,なし
1957-06-30,名人戦,16,,大山康晴,○,●,升田幸三,,七番勝負,第5局,,なし
1957-06-19,名人戦,16,,大山康晴,●,○,升田幸三,,七番勝負,第4局,,なし
1957-06-05,名人戦,16,,大山康晴,●,○,升田幸三,,七番勝負,第3局,,なし
1957-05-22,名人戦,16,,大山康晴,○,●,升田幸三,,七番勝負,第2局,,なし
1957-05-08,名人戦,16,,大山康晴,●,○,升田幸三,,七番勝負,第1局,,なし
1956-06-13,名人戦,15,,大山康晴,○,●,花村元司,,七番勝負,第4局,,なし
1956-05-30,名人戦,15,,大山康晴,○,●,花村元司,,七番勝負,第3局,,なし
1956-05-16,名人戦,15,,大山康晴,○,●,花村元司,,七番勝負,第2局,,なし
1956-05-01,名人戦,15,,大山康晴,○,●,花村元司,,七番勝負,第1局,,なし
1955-06-15,名人戦,14,,大山康晴,○,●,高島一岐代,,七番勝負,第6局,,なし
1955-06-01,名人戦,14,,大山康晴,●,○,高島一岐代,,七番勝負,第5局,,なし
1955-05-18,名人戦,14,,大山康晴,○,●,高島一岐代,,七番勝負,第4局,,なし
1955-05-07,名人戦,14,,大山康晴,○,●,高島一岐代,,七番勝負,第3局,,なし
1955-04-10,名人戦,14,,大山康晴,●,○,高島一岐代,,七番勝負,第2局,,なし
1955-04-06,名人戦,14,,大山康晴,○,●,高島一岐代,,七番勝負,第1局,,なし
1954-06-08,名人戦,13,,大山康晴,○,●,升田幸三,,七番勝負,第5局,,なし
1954-05-25,名人戦,13,,大山康晴,●,○,升田幸三,,七番勝負,第4局,,なし
1954-05-11,名人戦,13,,大山康晴,○,●,升田幸三,,七番勝負,第3局,,なし
1954-04-27,名人戦,13,,大山康晴,○,●,升田幸三,,七番勝負,第2局,,なし
1954-04-16,名人戦,13,,大山康晴,○,●,升田幸三,,七番勝負,第1局,,なし
1954-04-13,名人戦,13,,大山康晴,千,千,升田幸三,,七番勝負,第1局,,なし
1953-06-09,名人戦,12,,大山康晴,○,●,升田幸三,,七番勝負,第5局,,なし
1953-05-26,名人戦,12,,大山康晴,○,●,升田幸三,,七番勝負,第4局,,なし
1953-05-12,名人戦,12,,大山康晴,●,○,升田幸三,,七番勝負,第3局,,なし
1953-04-28,名人戦,12,,大山康晴,○,●,升田幸三,,七番勝負,第2局,,なし
1953-04-14,名人戦,12,,大山康晴,○,●,升田幸三,,七番勝負,第1局,,なし
1952-07-15,名人戦,11,,木村義雄,●,○,大山康晴,,七番勝負,第5局,,なし
1952-07-01,名人戦,11,,木村義雄,●,○,大山康晴,,七番勝負,第4局,,なし
1952-06-17,名人戦,11,,木村義雄,●,○,大山康晴,,七番勝負,第3局,,なし
1952-06-03,名人戦,11,,木村義雄,●,○,大山康晴,,七番勝負,第2局,,なし
1952-05-20,名人戦,11,,木村義雄,○,●,大山康晴,,七番勝負,第1局,,なし
1951-05-29,名人戦,10,,木村義雄,○,●,升田幸三,,七番勝負,第6局,,なし
1951-05-15,名人戦,10,,木村義雄,●,○,升田幸三,,七番勝負,第5局,,なし
1951-05-03,名人戦,10,,木村義雄,○,●,升田幸三,,七番勝負,第4局,,なし
1951-04-19,名人戦,10,,木村義雄,○,●,升田幸三,,七番勝負,第3局,,なし
1951-04-05,名人戦,10,,木村義雄,●,○,升田幸三,,七番勝負,第2局,,なし
1951-03-20,名人戦,10,,木村義雄,○,●,升田幸三,,七番勝負,第1局,,なし
1950-06-13,名人戦,9,,木村義雄,○,●,大山康晴,,七番勝負,第6局,,なし
1950-05-30,名人戦,9,,木村義雄,○,●,大山康晴,,七番勝負,第5局,,なし
1950-05-02,名人戦,9,,木村義雄,●,○,大山康晴,,七番勝負,第4局,,なし
1950-04-18,名人戦,9,,木村義雄,●,○,大山康晴,,七番勝負,第3局,,なし
1950-04-06,名人戦,9,,木村義雄,○,●,大山康晴,,七番勝負,第2局,,なし
1950-03-22,名人戦,9,,木村義雄,○,●,大山康晴,,七番勝負,第1局,,なし
1949-05-24,名人戦,8,,塚田正夫,●,○,木村義雄,,五番勝負,第5局,,なし
1949-05-11,名人戦,8,,塚田正夫,●,○,木村義雄,,五番勝負,第4局,,なし
1949-04-20,名人戦,8,,塚田正夫,○,●,木村義雄,,五番勝負,第3局,,なし
1949-04-08,名人戦,8,,塚田正夫,●,○,木村義雄,,五番勝負,第2局,,なし
1949-03-29,名人戦,8,,塚田正夫,○,●,木村義雄,,五番勝負,第1局,,なし
1948-05-26,名人戦,7,,塚田正夫,○,●,大山康晴,,七番勝負,第6局,,なし
1948-05-22,名人戦,7,,塚田正夫,○,●,大山康晴,,七番勝負,第5局,,なし
1948-05-19,名人戦,7,,塚田正夫,千,千,大山康晴,,七番勝負,第5局,,なし
1948-04-29,名人戦,7,,塚田正夫,●,○,大山康晴,,七番勝負,第4局,,なし
